-1,0
0,0
1,2
1,4
0,4
-1,2
-1,0
-0.92388,-0.382683
0,0
1,2
0.234633,3.84776
-0.765367,3.84776
-0.92388,1.61732
-0.92388,-0.382683
-0.707107,-0.707107
0,0
1,2
-0.414214,3.41421
-1.41421,3.41421
-1.41421,1.41421
-0.707107,-0.707107
-0.382683,-0.92388
0.617317,1.07612
1,2
-0.847759,2.76537
-1.84776,2.76537
-1.84776,0.765367
-0.382683,-0.92388
-1.7949e-09,-1
1,1
1,2
-1,2
-2,2
-2,3.58979e-09
-1.7949e-09,-1
0.382683,-0.92388
1.38268,1.07612
1,2
0,2
-1.84776,1.23463
-1.84776,-0.765367
0.382683,-0.92388
-1.41421,-1.41421
0.707107,-0.707107
1.70711,1.29289
1,2
0,2
-1.41421,0.585786
-1.41421,-1.41421
-0.765367,-1.84776
0.92388,-0.382683
1.92388,1.61732
1,2
0,2
-0.765367,0.152241
-0.765367,-1.84776
-7.17959e-09,-2
1,-3.58979e-09
2,2
1,2
0,2
-7.17959e-09,0
-7.17959e-09,-2
0.765367,-1.84776
1.76537,0.152241
1.92388,2.38268
0.92388,2.38268
0,2
0,0
0.765367,-1.84776
1.41421,-1.41421
2.41421,0.585786
1.70711,2.70711
0.707107,2.70711
0,2
0,0
1.41421,-1.41421
1.84776,-0.765367
2.84776,1.23463
1.38268,2.92388
0.382683,2.92388
0,2
0,0
1.84776,-0.765367
2,-1.07694e-08
3,2
1,3
5.38469e-09,3
0,2
0,0
2,-1.07694e-08
0,0
1.84776,0.765367
2.84776,2.76537
0.617317,2.92388
-0.382683,2.92388
-0.382683,0.92388
0,0
0,0
1.41421,1.41421
2.41421,3.41421
1.41421,3.41421
-0.707107,2.70711
-0.707107,0.707107
0,0
0,0
1,2
1.76537,3.84776
0.765367,3.84776
-0.92388,2.38268
-0.92388,0.382683
0,0
16,16
